speaker,gloss,date
CHI,did you get +...,18-JUL-1966
MOT,you know reverse the charges .,18-JUL-1966
MOT,and we haven't got one phone bill yet .,18-JUL-1966
CHI,did you get a +...,18-JUL-1966
MOT,it's all gonna come in on one +...,18-JUL-1966
MOT,we talked for about forty five minutes .,18-JUL-1966
MOT,"Donny says +""/.",18-JUL-1966
MOT,"+"" you'd think he was in Somerville .",18-JUL-1966
CHI,did you get -um a present from Uncle_Buster ?,18-JUL-1966
MOT,well they all talk to him .,18-JUL-1966
CHI,I mean a card ?,18-JUL-1966
ANN,yup .,18-JUL-1966
CHI,I did too .,18-JUL-1966
ANN,I didn't get any card .,18-JUL-1966
ANN,just my mother my father .,18-JUL-1966
ANN,I think +...,18-JUL-1966
MOT,Pat got a card didn't he ?,18-JUL-1966
ANN,I think so .,18-JUL-1966
ANN,I didn't get one .,18-JUL-1966
MOT,you didn't get a card ?,18-JUL-1966
MOT,he didn't send you a card ?,18-JUL-1966
ANN,I think +...,18-JUL-1966
ANN,I know +...,18-JUL-1966
ANN,he didn't +...,18-JUL-1966
ANN,I think he just send it to my mother and father .,18-JUL-1966
MOT,oh .,18-JUL-1966
CHI,I got a postcard .,18-JUL-1966
GAI,what did it say ?,18-JUL-1966
CHI,it said Uncle_Buster was asleep in the army when everybody's awake .,18-JUL-1966
ANN,the sergeant comes +...,18-JUL-1966
MOT,down there yesterday .,18-JUL-1966
MOT,one cadet died from heat exhaustion .,18-JUL-1966
CHI,you can't see me .,18-JUL-1966
MOT,you want a cup of tea or something ?,18-JUL-1966
MOT,I've been drinking coffee all morning .,18-JUL-1966
CHI,you can't see me Ann_Marie .,18-JUL-1966
CHI,you can't see my Ann_Marie .,18-JUL-1966
CHI,you can't see me Ann +...,18-JUL-1966
ANN,I bet ya I could find you .,18-JUL-1966
MOT,we should've canceled the party and taken a trip down to Kentucky and picked him up .,18-JUL-1966
GAI,mhm .,18-JUL-1966
MOT,"when he said it was one hundred twelve we said +""/.",18-JUL-1966
MOT,"+"" forget it .",18-JUL-1966
MOT,go by plane .,18-JUL-1966
CHI,Ann_Marie can't find me .,18-JUL-1966
CHI,Ann_Marie can't find me .,18-JUL-1966
MOT,Sarah Marie you're real rambunctious today .,18-JUL-1966
MOT,oh look at your feet from walking around .,18-JUL-1966
CHI,Ann_Marie can't find me .,18-JUL-1966
CHI,Ann_Marie can't +...,18-JUL-1966
MOT,you know what ?,18-JUL-1966
MOT,you're getting to be a silly+dilly .,18-JUL-1966
MOT,get up off of the floor .,18-JUL-1966
MOT,it's filthy .,18-JUL-1966
MOT,come on .,18-JUL-1966
CHI,wanna get dressed Ann_Marie ?,18-JUL-1966
ANN,I'm already dressed .,18-JUL-1966
ANN,you're not dressed .,18-JUL-1966
CHI,I know .,18-JUL-1966
MOT,alright come on .,18-JUL-1966
MOT,no more fooling .,18-JUL-1966
MOT,Sarah Marie .,18-JUL-1966
MOT,slow down a minute .,18-JUL-1966
ANN,Sarah can't find me .,18-JUL-1966
MOT,Ann_Marie no more fooling .,18-JUL-1966
CHI,oh yes I can .,18-JUL-1966
MOT,Sarah Marie ssh .,18-JUL-1966
MOT,that's enough .,18-JUL-1966
MOT,now where's you xxx .,18-JUL-1966
MOT,alright ?,18-JUL-1966
CHI,Ann_Marie can't find me .,18-JUL-1966
MOT,I'm gonna find ya .,18-JUL-1966
MOT,sit up here now and talk right .,18-JUL-1966
CHI,can I have a piece of paper ?,18-JUL-1966
GAI,what ?,18-JUL-1966
CHI,0 .,18-JUL-1966
GAI,tell me in talking .,18-JUL-1966
MOT,talk right .,18-JUL-1966
GAI,is that sign language ?,18-JUL-1966
CHI,yeah comment_allez_voussfra .,18-JUL-1966
MOT,yyy what ?,18-JUL-1966
CHI,comment_allez_voussfra .,18-JUL-1966
MOT,yyy ?,18-JUL-1966
CHI,dunkb dinkb dunkb .,18-JUL-1966
ANN,what's that ?,18-JUL-1966
CHI,you will see when I get through .,18-JUL-1966
ANN,Sarah .,18-JUL-1966
CHI,what ?,18-JUL-1966
ANN,why don't you make one of these .,18-JUL-1966
ANN,let me show ya .,18-JUL-1966
CHI,you're cute Ann_Marie .,18-JUL-1966
GAI,what ?,18-JUL-1966
CHI,you're cute Ann_Marie .,18-JUL-1966
GAI,why is she cute ?,18-JUL-1966
CHI,because .,18-JUL-1966
CHI,oh you want me to make one of those fly_a_kitesc .,18-JUL-1966
ANN,0 .,18-JUL-1966
MOT,no I want you to make one of these .,18-JUL-1966
MOT,everybody's awful crowded on that side of the table .,18-JUL-1966
CHI,that's a fly_a_kitec .,18-JUL-1966
ANN,no it ain't .,18-JUL-1966
ANN,watch .,18-JUL-1966
ANN,I'll make a kite .,18-JUL-1966
CHI,if if you make the line it will .,18-JUL-1966
ANN,I'm making a kite .,18-JUL-1966
CHI,if it make the line it will .,18-JUL-1966
MOT,that's a kite .,18-JUL-1966
ANN,there it is there .,18-JUL-1966
CHI,like this you make a kite .,18-JUL-1966
MOT,watch her eye Ann_Marie .,18-JUL-1966
MOT,Sarah .,18-JUL-1966
ANN,ya wanna color it in ?,18-JUL-1966
CHI,one for the other side .,18-JUL-1966
GAI,what ?,18-JUL-1966
CHI,one for the other side .,18-JUL-1966
MOT,it's not working ?,25-JUL-1966
GAI,what's the problem ?,25-JUL-1966
CHI,I had to get this tape off .,25-JUL-1966
CHI,two things .,25-JUL-1966
GAI,what ?,25-JUL-1966
CHI,two things .,25-JUL-1966
MOT,0 .,25-JUL-1966
CHI,what is this ?,25-JUL-1966
MOT,boy !,25-JUL-1966
CHI,this .,25-JUL-1966
CHI,xxx this ?,25-JUL-1966
MOT,that's to try to add .,25-JUL-1966
MOT,look it how to tell time .,25-JUL-1966
MOT,oop .,25-JUL-1966
CHI,what ?,25-JUL-1966
CHI,what fell out_of it ?,25-JUL-1966
CHI,nothing ?,25-JUL-1966
MOT,no .,25-JUL-1966
MOT,wait a minute .,25-JUL-1966
MOT,that's the minute hand and that's the hour hand .,25-JUL-1966
CHI,how_come it can't putting on here ?,25-JUL-1966
CHI,because that's the short +...,25-JUL-1966
CHI,this ?,25-JUL-1966
MOT,here the hour hand is the short hand .,25-JUL-1966
MOT,the big hand is the minute hand .,25-JUL-1966
CHI,what is this supposed to be ?,25-JUL-1966
MOT,it tells you what time it is .,25-JUL-1966
MOT,see ?,25-JUL-1966
MOT,what time is this ?,25-JUL-1966
CHI,seven o'clock .,25-JUL-1966
MOT,right .,25-JUL-1966
CHI,no .,25-JUL-1966
MOT,that's right seven o'clock .,25-JUL-1966
CHI,is it ?,25-JUL-1966
GAI,backwards .,25-JUL-1966
MOT,you're right .,25-JUL-1966
MOT,don't make me laugh .,25-JUL-1966
MOT,it hurts .,25-JUL-1966
MOT,yeah th th that looks more like it .,25-JUL-1966
CHI,yeah .,25-JUL-1966
MOT,yeah .,25-JUL-1966
MOT,now what time is it ?,25-JUL-1966
CHI,seven o'clock +...,25-JUL-1966
MOT,no .,25-JUL-1966
MOT,what's the little hand on ?,25-JUL-1966
CHI,nine .,25-JUL-1966
MOT,mm so what +...,25-JUL-1966
CHI,nine o'clock .,25-JUL-1966
MOT,mhm .,25-JUL-1966
MOT,now what time is it ?,25-JUL-1966
CHI,I don't know .,25-JUL-1966
MOT,you don't know ?,25-JUL-1966
CHI,eight o'clock ?,25-JUL-1966
MOT,no nine thirty .,25-JUL-1966
CHI,nine thirty ?,25-JUL-1966
MOT,yeah the big hand's on six and the little hand's on nine .,25-JUL-1966
GAI,these come off .,25-JUL-1966
MOT,oh .,25-JUL-1966
MOT,see this says twenty .,25-JUL-1966
MOT,that would be twenty past .,25-JUL-1966
MOT,that would be forty minute xxx .,25-JUL-1966
MOT,see ?,25-JUL-1966
MOT,put it up here because you xxx .,25-JUL-1966
MOT,I got ta call Grampy .,25-JUL-1966
CHI,what ?,25-JUL-1966
MOT,isn't that nice huh ?,25-JUL-1966
CHI,yeah .,25-JUL-1966
CHI,what is this ?,25-JUL-1966
MOT,that's how to add .,25-JUL-1966
CHI,I know how add .,25-JUL-1966
MOT,this is Add_a_Scale .,25-JUL-1966
CHI,sometimes when you do it on time ?,25-JUL-1966
MOT,no no that's not time see ?,25-JUL-1966
MOT,get all your numbers then you add add two +...,25-JUL-1966
CHI,sometime you add two .,25-JUL-1966
MOT,yeah .,25-JUL-1966
MOT,two and one are +...,25-JUL-1966
CHI,you try to get em on slowly .,25-JUL-1966
MOT,three .,25-JUL-1966
MOT,see how it goes ?,25-JUL-1966
CHI,one one oh two are three .,25-JUL-1966
MOT,see you got ta have xxx ones .,25-JUL-1966
CHI,this is a big number huh ?,25-JUL-1966
MOT,alright but what makes four ?,25-JUL-1966
MOT,oh she has seven .,25-JUL-1966
MOT,you have_to find out what what would make seven .,25-JUL-1966
MOT,see ?,25-JUL-1966
MOT,see how it goes down ?,25-JUL-1966
CHI,yeah .,25-JUL-1966
MOT,you have_to get it so_that it'll stay on top .,25-JUL-1966
CHI,how_come it didn't balance ?,25-JUL-1966
MOT,you got a two and a one over here .,25-JUL-1966
MOT,see you have_to put five .,25-JUL-1966
CHI,how_come these won't balance ?,25-JUL-1966
MOT,see there .,25-JUL-1966
MOT,that's five .,25-JUL-1966
CHI,no you didn't put it like that .,25-JUL-1966
MOT,yeah put the two up first .,25-JUL-1966
MOT,two and five +...,25-JUL-1966
MOT,that add up to seven .,25-JUL-1966
CHI,no you +...,25-JUL-1966
MOT,see look .,25-JUL-1966
MOT,whoop five fell off .,25-JUL-1966
MOT,see ?,25-JUL-1966
MOT,see five and two are seven .,25-JUL-1966
CHI,no you supposed to go like that .,25-JUL-1966
CHI,xxx is on first .,25-JUL-1966
MOT,oh well if you wanna put that one on first +...,25-JUL-1966
CHI,where's that nine ?,25-JUL-1966
CHI,where's nine ?,25-JUL-1966
MOT,here .,25-JUL-1966
CHI,hey there's two fours !,25-JUL-1966
MOT,yeah .,25-JUL-1966
MOT,I'll call Grampy .,25-JUL-1966
GAI,what are ya doing ?,25-JUL-1966
CHI,putting this on .,25-JUL-1966
CHI,there .,25-JUL-1966
GAI,there it balances because seven and two are nine .,25-JUL-1966
GAI,seven .,25-JUL-1966
CHI,seven .,25-JUL-1966
CHI,how much is seven ?,25-JUL-1966
GAI,count .,25-JUL-1966
CHI,one two three four five six seven .,25-JUL-1966
CHI,yyy .,25-JUL-1966
GAI,you can find out how much seven is .,25-JUL-1966
GAI,seven is +...,25-JUL-1966
CHI,nine isn't it ?,25-JUL-1966
CHI,five .,25-JUL-1966
GAI,and +...,25-JUL-1966
CHI,two .,25-JUL-1966
GAI,right .,25-JUL-1966
CHI,two +...,25-JUL-1966
CHI,but over here like it looks like a five huh but it's upside down .,25-JUL-1966
GAI,mhm .,25-JUL-1966
CHI,see ?,25-JUL-1966
CHI,if I go like this will it balance ?,25-JUL-1966
GAI,will it ?,25-JUL-1966
CHI,yep .,25-JUL-1966
CHI,here we xxx .,25-JUL-1966
CHI,see ?,25-JUL-1966
MOT,0 .,25-JUL-1966
CHI,I put the nine on .,25-JUL-1966
CHI,I'm gonna do with that six again .,25-JUL-1966
CHI,I drop that one .,25-JUL-1966
GAI,what ?,25-JUL-1966
CHI,I drop that one .,25-JUL-1966
CHI,hey look_it .,25-JUL-1966
CHI,wouldn't you like to balance like that ?,25-JUL-1966
CHI,it can't balance like that .,25-JUL-1966
MOT,oh .,25-JUL-1966
CHI,it won't balance .,25-JUL-1966
MOT,you can put it on the other side .,25-JUL-1966
CHI,there now it will balance .,25-JUL-1966
MOT,yeah .,25-JUL-1966
CHI,because that's it .,25-JUL-1966
MOT,so so what does that mean if it balances ?,25-JUL-1966
CHI,seven seven +...,25-JUL-1966
GAI,and +...,25-JUL-1966
CHI,two +...,25-JUL-1966
GAI,are +...,25-JUL-1966
CHI,nine .,25-JUL-1966
GAI,right .,25-JUL-1966
CHI,but but I wanna gonna take this two .,25-JUL-1966
CHI,is three and three are six ?,25-JUL-1966
GAI,right .,25-JUL-1966
GAI,see if it works .,25-JUL-1966
CHI,and what else is add to it ?,25-JUL-1966
CHI,three +...,25-JUL-1966
MOT,hey you got that clay all over ya .,25-JUL-1966
MOT,she got a clay set .,25-JUL-1966
MOT,it's got xxx .,25-JUL-1966
MOT,they were playing with it last night .,25-JUL-1966
MOT,she got it all over her .,25-JUL-1966
MOT,you should have seen her face .,25-JUL-1966
GAI,does it balance ?,25-JUL-1966
CHI,yeah .,25-JUL-1966
MOT,that means what ?,25-JUL-1966
CHI,nine .,25-JUL-1966
MOT,it means three and three are six .,25-JUL-1966
CHI,so why didn't I put six on ?,25-JUL-1966
CHI,now I'm going this if it will will balance .,25-JUL-1966
CHI,that supposed to be six .,25-JUL-1966
CHI,that supposed to +...,25-JUL-1966
CHI,you won't balance because it +...,25-JUL-1966
MOT,no that's too much .,25-JUL-1966
MOT,six and four don't make nine .,25-JUL-1966
CHI,six and four make +...,25-JUL-1966
CHI,try all the numbers .,25-JUL-1966
MOT,you're gonna try all the numbers ?,25-JUL-1966
CHI,hey this is a five .,25-JUL-1966
GAI,oh .,25-JUL-1966
CHI,what hot ?,25-JUL-1966
CHI,five +...,25-JUL-1966
CHI,is five and five six ?,25-JUL-1966
MOT,five and five ?,25-JUL-1966
CHI,are five ?,25-JUL-1966
CHI,five and five .,25-JUL-1966
CHI,is that five and five ?,25-JUL-1966
GAI,that means five is five .,25-JUL-1966
CHI,five is five .,25-JUL-1966
CHI,five is five is five .,25-JUL-1966
MOT,did you thank Gail for your card ?,25-JUL-1966
CHI,huh ?,25-JUL-1966
MOT,don't you thank Gail for your card ?,25-JUL-1966
CHI,where's my card ?,25-JUL-1966
MOT,down the beach .,25-JUL-1966
CHI,thank_you .,25-JUL-1966
GAI,you're welcome .,25-JUL-1966
CHI,no that's five .,25-JUL-1966
CHI,that's five .,25-JUL-1966
GAI,tell me more about the party Sarah .,25-JUL-1966
MOT,here put em all in here .,25-JUL-1966
CHI,not a thing in there .,25-JUL-1966
CHI,I wanna use em .,25-JUL-1966
MOT,oh I thought you were through .,25-JUL-1966
CHI,no .,25-JUL-1966
MOT,sorry .,25-JUL-1966
MOT,your father will be thrilled with this .,25-JUL-1966
CHI,no this +...,25-JUL-1966
CHI,hey remember that I hanged em on like that ?,25-JUL-1966
MOT,that's clever though .,25-JUL-1966
MOT,I wonder how sometimes how they think think up +...,25-JUL-1966
GAI,mhm .,25-JUL-1966
MOT,you know ?,25-JUL-1966
GAI,what were some of your other presents Sarah ?,25-JUL-1966
CHI,eight .,25-JUL-1966
CHI,I'm going put eight on .,25-JUL-1966
CHI,that fell off .,25-JUL-1966
CHI,that fell off Mama .,25-JUL-1966
CHI,it fell off .,25-JUL-1966
MOT,oh see these won't -uh +...,25-JUL-1966
MOT,you can't put the ten on the eleven .,25-JUL-1966
MOT,see they won't fit .,25-JUL-1966
CHI,that won't fit either .,25-JUL-1966
MOT,uhuh .,25-JUL-1966
CHI,guess this is a +...,25-JUL-1966
CHI,hang that on .,25-JUL-1966
CHI,I guess this is +...,25-JUL-1966
CHI,nope .,25-JUL-1966
CHI,I guess this +...,25-JUL-1966
GAI,try five and four .,25-JUL-1966
MOT,she xxx .,25-JUL-1966
MOT,Sarah you have_to put the five on then put the four on .,25-JUL-1966
MOT,four and five are +...,25-JUL-1966
CHI,nine .,25-JUL-1966
MOT,right !,25-JUL-1966
CHI,where's the other four ?,25-JUL-1966
CHI,oh right there .,25-JUL-1966
CHI,xxx these are for me ?,25-JUL-1966
GAI,what ?,25-JUL-1966
CHI,did you put these there ?,25-JUL-1966
GAI,mhm .,25-JUL-1966
CHI,does this do on this end ?,25-JUL-1966
GAI,mhm .,25-JUL-1966
CHI,this go .,25-JUL-1966
CHI,on there this end ?,25-JUL-1966
GAI,yes if I have two and one how much is it ?,25-JUL-1966
CHI,three .,25-JUL-1966
GAI,right .,25-JUL-1966
CHI,perfect .,25-JUL-1966
GAI,what ?,25-JUL-1966
CHI,perfect .,25-JUL-1966
CHI,this won't balance .,25-JUL-1966
MOT,well find the number that'll balance with it .,25-JUL-1966
MOT,three and what ?,25-JUL-1966
CHI,three and one ?,25-JUL-1966
MOT,now put a three on .,25-JUL-1966
CHI,what is this ?,25-JUL-1966
CHI,a upside down three .,25-JUL-1966
CHI,and one .,25-JUL-1966
MOT,well you need more .,25-JUL-1966
CHI,more ?,25-JUL-1966
MOT,that's only four .,25-JUL-1966
MOT,that doesn't make nine .,25-JUL-1966
CHI,one two three +...,25-JUL-1966
CHI,need four ?,25-JUL-1966
CHI,four .,25-JUL-1966
MOT,xxx the number four .,25-JUL-1966
CHI,why ?,25-JUL-1966
MOT,that's not enough .,25-JUL-1966
CHI,it's too +...,25-JUL-1966
CHI,xxx .,25-JUL-1966
CHI,now what is it ?,25-JUL-1966
CHI,this ?,25-JUL-1966
MOT,try five .,25-JUL-1966
CHI,five ?,25-JUL-1966
MOT,try it and see if it works .,25-JUL-1966
CHI,huh ?,25-JUL-1966
MOT,see if it balances .,25-JUL-1966
MOT,so what does that mean ?,25-JUL-1966
CHI,let me see how much it is .,25-JUL-1966
MOT,there's five and three and one +...,25-JUL-1966
CHI,and the one .,25-JUL-1966
MOT,makes what ?,25-JUL-1966
CHI,nine .,25-JUL-1966
MOT,right .,25-JUL-1966
CHI,because everything is on this side huh ?,25-JUL-1966
MOT,yeah and that says wrong right wrong .,25-JUL-1966
MOT,if the arrow is over here it's wrong and if it's over here it's right .,25-JUL-1966
CHI,what's the arrow over there ?,25-JUL-1966
MOT,if the arrow points there it's wrong .,25-JUL-1966
CHI,did I drop one ?,25-JUL-1966
MOT,yeah I guess so .,25-JUL-1966
CHI,three yeah .,25-JUL-1966
MOT,pick it up .,25-JUL-1966
CHI,I'm gonna xxx stay here .,25-JUL-1966
MOT,what ?,25-JUL-1966
CHI,I'm going go stay here .,25-JUL-1966
CHI,xxx .,25-JUL-1966
CHI,I'm gonna stay down here .,25-JUL-1966
MOT,ya tired ?,25-JUL-1966
CHI,no .,25-JUL-1966
MOT,tell em about your party yesterday .,25-JUL-1966
CHI,we gave rings out .,25-JUL-1966
GAI,what ?,25-JUL-1966
GAI,what did you give out ?,25-JUL-1966
CHI,we gave +...,25-JUL-1966
CHI,that won't work .,25-JUL-1966
CHI,this won't balance .,25-JUL-1966
MOT,you gave out what ?,25-JUL-1966
CHI,rings .,25-JUL-1966
MOT,rings .,25-JUL-1966
CHI,an whistles .,25-JUL-1966
CHI,what ?,25-JUL-1966
CHI,will it balance ?,25-JUL-1966
MOT,that's too too much .,25-JUL-1966
CHI,now will it balance ?,25-JUL-1966
CHI,is that balancing ?,25-JUL-1966
MOT,no .,25-JUL-1966
CHI,oh if it was like that ?,25-JUL-1966
CHI,or is it this ?,25-JUL-1966
CHI,take the number s s s six .,25-JUL-1966
MOT,too much .,25-JUL-1966
CHI,too much ?,25-JUL-1966
CHI,won't it go down a little ?,25-JUL-1966
MOT,no .,25-JUL-1966
CHI,I will jump on take it off .,25-JUL-1966
CHI,should I put it on here ?,25-JUL-1966
CHI,too much .,25-JUL-1966
CHI,even the seven can reach the ground .,25-JUL-1966
CHI,I know .,25-JUL-1966
CHI,I need some more over there ?,25-JUL-1966
CHI,how much some over here ?,25-JUL-1966
CHI,that balancing .,25-JUL-1966
MOT,xxx .,25-JUL-1966
CHI,huh ?,25-JUL-1966
MOT,no .,25-JUL-1966
MOT,you can't make it work that way .,25-JUL-1966
CHI,see ?,25-JUL-1966
MOT,yeah that's cheating .,25-JUL-1966
MOT,already you've learning how to cheat ?,25-JUL-1966
MOT,see four +...,25-JUL-1966
CHI,that huh ?,25-JUL-1966
MOT,no no take that off .,25-JUL-1966
CHI,does it balance ?,25-JUL-1966
MOT,yeah see look .,25-JUL-1966
CHI,xxx nines .,25-JUL-1966
MOT,a nine eight yeah eight and one are nine .,25-JUL-1966
CHI,did you took this off ?,25-JUL-1966
MOT,you did .,25-JUL-1966
CHI,oh I got that here .,25-JUL-1966
MOT,see eight +...,25-JUL-1966
CHI,eight +...,25-JUL-1966
MOT,that's eight and one are nine .,25-JUL-1966
CHI,are nine .,25-JUL-1966
CHI,I'm going put that one in .,25-JUL-1966
CHI,what happens if I put the six on ?,25-JUL-1966
MOT,what do you think is gonna happen ?,25-JUL-1966
CHI,I think it's gonna happen fall down .,25-JUL-1966
MOT,it's gonna fall down I know .,25-JUL-1966
CHI,hey this is a tiny six .,25-JUL-1966
CHI,Mommy is this a six tiny six ?,25-JUL-1966
MOT,mhm .,25-JUL-1966
CHI,won't you let go of me ?,25-JUL-1966
CHI,won't you let go of me ?,25-JUL-1966
CHI,there .,25-JUL-1966
CHI,I won't let it .,25-JUL-1966
CHI,only if I put this +...,25-JUL-1966
CHI,hey pongkongb .,25-JUL-1966
CHI,pongkongb .,25-JUL-1966
CHI,pongkongb .,25-JUL-1966
MOT,my brother left Kentucky at eleven thirty Saturday .,25-JUL-1966
MOT,well he didn't leave really untill two thirty because they went to a kid's house for dinner in Louisville .,25-JUL-1966
MOT,and he was in Connecticut at quarter past nine yesterday morning .,25-JUL-1966
MOT,they drove .,25-JUL-1966
MOT,and he was in the house at one a quarter past one .,25-JUL-1966
MOT,they must have flew .,25-JUL-1966
GAI,uhhuh .,25-JUL-1966
MOT,four of them driving .,25-JUL-1966
GAI,taking turns .,25-JUL-1966
MOT,he really came by lightning .,25-JUL-1966
MOT,we never never expected to see him .,25-JUL-1966
MOT,we thought we might get a call this morning from him .,25-JUL-1966
MOT,you know to go down to Connecticut and pick him up .,25-JUL-1966
GAI,yeah .,25-JUL-1966
CHI,0 .,25-JUL-1966
GAI,what you doing Sarah ?,25-JUL-1966
CHI,does this go on this one ?,25-JUL-1966
MOT,no .,25-JUL-1966
CHI,oh .,25-JUL-1966
MOT,let me see let me see .,25-JUL-1966
MOT,no .,25-JUL-1966
CHI,okay .,25-JUL-1966
CHI,does it go on this one ?,25-JUL-1966
MOT,no xxx .,25-JUL-1966
MOT,that's the six isn't it ?,25-JUL-1966
CHI,right there ?,25-JUL-1966
MOT,yeah .,25-JUL-1966
CHI,I turn em around .,25-JUL-1966
CHI,this where the seven supposed to be ?,25-JUL-1966
CHI,huh ?,25-JUL-1966
CHI,this where the six is .,25-JUL-1966
MOT,six .,25-JUL-1966
CHI,this where it supposed to be ?,25-JUL-1966
MOT,no .,25-JUL-1966
CHI,this where it supposed to be ?,25-JUL-1966
MOT,you know .,25-JUL-1966
CHI,right here .,25-JUL-1966
MOT,you're kidding .,25-JUL-1966
MOT,no .,25-JUL-1966
CHI,where ?,25-JUL-1966
CHI,oh I know .,25-JUL-1966
CHI,right here .,25-JUL-1966
CHI,right there .,25-JUL-1966
CHI,is it ?,25-JUL-1966
MOT,yep .,25-JUL-1966
CHI,no it ain't .,25-JUL-1966
CHI,I point to a number .,25-JUL-1966
CHI,three .,25-JUL-1966
CHI,ten .,25-JUL-1966
CHI,what is this ?,25-JUL-1966
MOT,what is it ?,25-JUL-1966
CHI,ten ?,25-JUL-1966
MOT,no twelve .,25-JUL-1966
CHI,twelve ?,25-JUL-1966
CHI,twelve .,25-JUL-1966
CHI,five .,25-JUL-1966
CHI,one .,25-JUL-1966
CHI,is this one ?,25-JUL-1966
MOT,mhm .,25-JUL-1966
CHI,now we go backwards .,25-JUL-1966
CHI,stay like that .,25-JUL-1966
CHI,hey look it .,25-JUL-1966
CHI,there's different numbers in there .,25-JUL-1966
MOT,mhm .,25-JUL-1966
CHI,is this supposed to be like this or this ?,25-JUL-1966
CHI,you turn it upside down ?,25-JUL-1966
MOT,what do you think ?,25-JUL-1966
CHI,did you turn it upside down ?,25-JUL-1966
MOT,where's that one go ?,25-JUL-1966
MOT,that's a two .,25-JUL-1966
MOT,where does the two go ?,25-JUL-1966
MOT,you can do it outside okay ?,02-AUG-1966
MOT,go in to +...,02-AUG-1966
MOT,let me wash your hands .,02-AUG-1966
MOT,here .,02-AUG-1966
MOT,Sarah outside only .,02-AUG-1966
MOT,you don't blow bubbles in the house .,02-AUG-1966
MOT,see your birthday candles ?,02-AUG-1966
CHI,huh ?,02-AUG-1966
MOT,see your birthday cake ?,02-AUG-1966
CHI,yeah .,02-AUG-1966
CHI,where my birthday candles ?,02-AUG-1966
MOT,they're on the other side .,02-AUG-1966
CHI,huh ?,02-AUG-1966
MOT,they're along the side .,02-AUG-1966
CHI,did Gail have some ?,02-AUG-1966
MOT,did Gail +...,02-AUG-1966
MOT,we'll give Gail a piece to take home okay ?,02-AUG-1966
CHI,yeah .,02-AUG-1966
GAI,did you have some ?,02-AUG-1966
CHI,0 .,02-AUG-1966
MOT,come here .,02-AUG-1966
CHI,hey it's a round cake .,02-AUG-1966
MOT,yeah .,02-AUG-1966
CHI,hey where's the -um the Linda thing ?,02-AUG-1966
CHI,the Linda .,02-AUG-1966
MOT,the what ?,02-AUG-1966
CHI,the Linda .,02-AUG-1966
MOT,the Linda ?,02-AUG-1966
CHI,yeah .,02-AUG-1966
CHI,the thing .,02-AUG-1966
CHI,it comes up and round .,02-AUG-1966
CHI,the pink thing .,02-AUG-1966
MOT,this ?,02-AUG-1966
CHI,yeah .,02-AUG-1966
MOT,that's the candles .,02-AUG-1966
CHI,how many candles are they ?,02-AUG-1966
CHI,five ?,02-AUG-1966
CHI,huh ?,02-AUG-1966
MOT,yeah .,02-AUG-1966
CHI,they're supposed to go in there ?,02-AUG-1966
CHI,they're supposed to go in there ?,02-AUG-1966
MOT,yep okay ?,02-AUG-1966
CHI,five birthday ?,02-AUG-1966
MOT,yeah we'll have it after supper you know .,02-AUG-1966
CHI,one two three four five .,02-AUG-1966
CHI,are you going lit em ?,02-AUG-1966
MOT,am I gonna what ?,02-AUG-1966
CHI,lit em .,02-AUG-1966
MOT,lit em ?,02-AUG-1966
CHI,yeah .,02-AUG-1966
MOT,at supper .,02-AUG-1966
CHI,party ?,02-AUG-1966
MOT,Sarah don't you think you've had enough partying ?,02-AUG-1966
CHI,we can pretend there's a party .,02-AUG-1966
GAI,we can pretend ?,02-AUG-1966
GAI,what happened to that doll Sarah ?,02-AUG-1966
CHI,it's broken .,02-AUG-1966
GAI,how did that happen ?,02-AUG-1966
CHI,I broke her .,02-AUG-1966
CHI,I tripped over it .,02-AUG-1966
CHI,wanna see how it work ?,02-AUG-1966
CHI,see ?,02-AUG-1966
GAI,what ?,02-AUG-1966
MOT,you turn this head around .,02-AUG-1966
GAI,it turns its head around ?,02-AUG-1966
CHI,yeah and it goes +...,02-AUG-1966
CHI,wanna see it ?,02-AUG-1966
GAI,sure .,02-AUG-1966
CHI,okay .,02-AUG-1966
CHI,see ?,02-AUG-1966
CHI,push this button .,02-AUG-1966
GAI,what happens ?,02-AUG-1966
CHI,turns the head around .,02-AUG-1966
GAI,oh I see .,02-AUG-1966
GAI,the button turns the head around .,02-AUG-1966
CHI,yeah wanna see ?,02-AUG-1966
GAI,uhhuh .,02-AUG-1966
CHI,xxx go like this .,02-AUG-1966
GAI,what does the top button do ?,02-AUG-1966
MOT,too bad you lost the legs .,02-AUG-1966
GAI,the top button does what ?,02-AUG-1966
GAI,makes her arms go up .,02-AUG-1966
CHI,yeah it makes her +...,02-AUG-1966
CHI,ya hug her .,02-AUG-1966
CHI,she has a bath+tub that goes with it .,02-AUG-1966
GAI,oh mhm .,02-AUG-1966
GAI,what's her name ?,02-AUG-1966
CHI,and a crib .,02-AUG-1966
GAI,yeah .,02-AUG-1966
CHI,does it ?,02-AUG-1966
MOT,yeah what's her name ?,02-AUG-1966
CHI,Susie Q .,02-AUG-1966
MOT,that's not Susie Q .,02-AUG-1966
MOT,Baby_Bright .,02-AUG-1966
CHI,Baby_Bright ?,02-AUG-1966
MOT,yeah .,02-AUG-1966
CHI,no .,02-AUG-1966
CHI,it's looks like Susie Q .,02-AUG-1966
GAI,is that one of the Christmas dolls ?,02-AUG-1966
