speaker,gloss,date
CHI,girl .,30-OCT-1963
CHI,xxx .,30-OCT-1963
CHI,xxx girl .,30-OCT-1963
CHI,girl .,30-OCT-1963
MOT,girl ?,30-OCT-1963
CHI,xxx .,30-OCT-1963
MOT,hm ?,30-OCT-1963
CHI,xxx .,30-OCT-1963
MOT,what's in the other book ?,30-OCT-1963
CHI,xxx .,30-OCT-1963
CHI,I got book .,30-OCT-1963
CHI,I got book .,30-OCT-1963
MOT,-um .,30-OCT-1963
CHI,I got book .,30-OCT-1963
CHI,xxx Mommy .,30-OCT-1963
CHI,I got book .,30-OCT-1963
CHI,xxx .,30-OCT-1963
CHI,a bug .,30-OCT-1963
MOT,bug yeah .,30-OCT-1963
CHI,bite .,30-OCT-1963
CHI,a yyy there Mommy .,30-OCT-1963
MOT,hm ?,30-OCT-1963
CHI,yyy Mommy ?,30-OCT-1963
MOT,yeah .,30-OCT-1963
CHI,I want a bottle .,30-OCT-1963
CHI,xxx Mummy .,30-OCT-1963
CHI,xxx .,30-OCT-1963
CHI,xxx read .,30-OCT-1963
CHI,read Mommy .,30-OCT-1963
CHI,read .,30-OCT-1963
MOT,why don't you read .,30-OCT-1963
MOT,you read you pick out the things in the book .,30-OCT-1963
CHI,read xxx .,30-OCT-1963
MOT,where's the momma ?,30-OCT-1963
MOT,well who's that ?,30-OCT-1963
CHI,a mommy .,30-OCT-1963
MOT,a mommy .,30-OCT-1963
MOT,and who's this ?,30-OCT-1963
CHI,a daddy .,30-OCT-1963
MOT,Daddy .,30-OCT-1963
MOT,and who's that ?,30-OCT-1963
CHI,a daddy .,30-OCT-1963
MOT,no who's that ?,30-OCT-1963
CHI,a daddy .,30-OCT-1963
MOT,xxx .,30-OCT-1963
CHI,xxx ?,30-OCT-1963
MOT,yeah .,30-OCT-1963
CHI,see that .,30-OCT-1963
MOT,that's who ?,30-OCT-1963
CHI,my Nana .,30-OCT-1963
MOT,that's your Nana yeah .,30-OCT-1963
CHI,see that .,30-OCT-1963
MOT,that's the sister .,30-OCT-1963
CHI,sister ?,30-OCT-1963
MOT,yeah .,30-OCT-1963
CHI,duckie .,30-OCT-1963
MOT,duckie yeah .,30-OCT-1963
CHI,a xxx .,30-OCT-1963
MOT,hm ?,30-OCT-1963
CHI,xxx Mommy .,30-OCT-1963
CHI,Mommy .,30-OCT-1963
CHI,xxx doggy .,30-OCT-1963
MOT,yeah .,30-OCT-1963
CHI,doggy .,30-OCT-1963
MOT,yeah .,30-OCT-1963
CHI,xxx night_night dog .,30-OCT-1963
MOT,what's the doggy say ?,30-OCT-1963
CHI,wow+wow .,30-OCT-1963
MOT,bow+wow .,30-OCT-1963
MOT,what does kitty say ?,30-OCT-1963
CHI,yyy .,30-OCT-1963
MOT,what does the kitty say ?,30-OCT-1963
CHI,neowo neowo .,30-OCT-1963
MOT,you don't know !,30-OCT-1963
CHI,xxx .,30-OCT-1963
CHI,what .,30-OCT-1963
MOT,what does the kitty say ?,30-OCT-1963
CHI,neowo .,30-OCT-1963
MOT,meowo .,30-OCT-1963
CHI,xxx .,30-OCT-1963
CHI,xxx boguc .,30-OCT-1963
CHI,xxx boguc .,30-OCT-1963
MOT,boguc you .,30-OCT-1963
CHI,a a a .,30-OCT-1963
CHI,xxx .,30-OCT-1963
CHI,xxx .,30-OCT-1963
CHI,xxx what kitty gone ?,30-OCT-1963
CHI,xxx .,30-OCT-1963
CHI,kitty .,30-OCT-1963
CHI,where kitty .,30-OCT-1963
CHI,xxx kitty .,30-OCT-1963
MOT,xxx .,30-OCT-1963
CHI,xxx kitty .,30-OCT-1963
CHI,d t .,30-OCT-1963
MOT,key .,30-OCT-1963
CHI,d t d t .,30-OCT-1963
CHI,where kitty ?,30-OCT-1963
CHI,where kitty ?,30-OCT-1963
MOT,what ?,30-OCT-1963
CHI,where kitty ?,30-OCT-1963
MOT,keys .,30-OCT-1963
CHI,xxx .,30-OCT-1963
CHI,xxx story .,30-OCT-1963
CHI,I read story .,30-OCT-1963
MOT,you want to read a story ?,30-OCT-1963
MOT,alright .,30-OCT-1963
MOT,you set there and read a story .,30-OCT-1963
CHI,xxx .,30-OCT-1963
CHI,Mommy ?,30-OCT-1963
MOT,what ?,30-OCT-1963
MOT,I'm right here .,30-OCT-1963
MOT,come here .,30-OCT-1963
CHI,yyy xxx .,30-OCT-1963
CHI,yyy xxx .,30-OCT-1963
CHI,yyy xxx .,30-OCT-1963
MOT,go pick the book up .,30-OCT-1963
CHI,0 .,30-OCT-1963
MOT,have_to sing first .,30-OCT-1963
CHI,yyy gay .,30-OCT-1963
CHI,dab dab dab .,30-OCT-1963
MOT,hey .,30-OCT-1963
CHI,hi .,30-OCT-1963
CHI,hah .,30-OCT-1963
CHI,xxx my .,30-OCT-1963
MOT,huh ?,30-OCT-1963
CHI,Mommy .,30-OCT-1963
CHI,dye dye dye .,30-OCT-1963
CHI,xxx .,30-OCT-1963
MOT,what ?,30-OCT-1963
CHI,xxx .,30-OCT-1963
CHI,here Mommy .,30-OCT-1963
CHI,xxx .,30-OCT-1963
MOT,what ?,30-OCT-1963
CHI,want bag Mommy .,30-OCT-1963
CHI,want bag Mommy .,30-OCT-1963
CHI,want bag .,30-OCT-1963
CHI,want bag .,30-OCT-1963
MOT,what do you want a bag for ?,30-OCT-1963
CHI,I wanna bag .,30-OCT-1963
MOT,no it's not yours don't touch it .,30-OCT-1963
CHI,I wanna bag .,30-OCT-1963
CHI,I wanna bag .,30-OCT-1963
MOT,xxx .,30-OCT-1963
MOT,show me .,30-OCT-1963
MOT,you want what ?,30-OCT-1963
CHI,want bag .,30-OCT-1963
CHI,want bag .,30-OCT-1963
CHI,huh ?,30-OCT-1963
MOT,hm ?,30-OCT-1963
CHI,I wanna bag .,30-OCT-1963
CHI,I wanna bag .,30-OCT-1963
MOT,what .,30-OCT-1963
CHI,I'm going .,30-OCT-1963
MOT,where's it go ?,30-OCT-1963
CHI,I'm going .,30-OCT-1963
MOT,where ya going ?,30-OCT-1963
MOT,hm ?,30-OCT-1963
CHI,Mommy .,30-OCT-1963
CHI,here .,30-OCT-1963
MOT,oh !,30-OCT-1963
MOT,why why don't you play with this ?,30-OCT-1963
CHI,I wanna ride .,30-OCT-1963
CHI,xxx .,30-OCT-1963
CHI,I wanna ride my horse .,30-OCT-1963
CHI,baby .,30-OCT-1963
CHI,gone Mommy ?,11-NOV-1963
CHI,all_gone ?,11-NOV-1963
MOT,all_gone .,11-NOV-1963
MOT,all_gone .,11-NOV-1963
CHI,huh ?,11-NOV-1963
MOT,it's all_gone .,11-NOV-1963
CHI,gone ?,11-NOV-1963
MOT,yeah .,11-NOV-1963
MOT,come here Sarah .,11-NOV-1963
CHI,0 .,11-NOV-1963
FAT,you don't throw it there .,11-NOV-1963
MOT,come here .,11-NOV-1963
MEL,you can pick her up in any room hm .,11-NOV-1963
GLO,yeah .,11-NOV-1963
GLO,she can be picked up anywhere .,11-NOV-1963
MOT,xxx .,11-NOV-1963
MOT,come .,11-NOV-1963
CHI,0 .,11-NOV-1963
MOT,come here and xxx put that back .,11-NOV-1963
MOT,come over here .,11-NOV-1963
MOT,xxx she's doing something new .,11-NOV-1963
MOT,she can take that top off .,11-NOV-1963
COU,she's taken the antenna out .,11-NOV-1963
MOT,come on .,11-NOV-1963
MOT,let's go get the babies .,11-NOV-1963
CHI,yyy .,11-NOV-1963
GLO,what's his name ?,11-NOV-1963
CHI,xxx .,11-NOV-1963
CHI,a bunny .,11-NOV-1963
MOT,that's Bugs .,11-NOV-1963
CHI,Bug .,11-NOV-1963
MOT,show them how nice Bugs works .,11-NOV-1963
CHI,yyy .,11-NOV-1963
MOT,what does Bugs say ?,11-NOV-1963
MOT,you say it xxx .,11-NOV-1963
CHI,xxx .,11-NOV-1963
MOT,yeah .,11-NOV-1963
CHI,ahhah .,11-NOV-1963
CHI,again .,11-NOV-1963
CHI,again .,11-NOV-1963
CHI,yyy .,11-NOV-1963
COU,that's a marvelous toy .,11-NOV-1963
CHI,yyy .,11-NOV-1963
MOT,I think his record is stuck .,11-NOV-1963
CHI,xxx .,11-NOV-1963
CHI,xxx .,11-NOV-1963
CHI,yyy .,11-NOV-1963
MOT,she usually says afterward what the bunny says .,11-NOV-1963
CHI,hi xxx .,11-NOV-1963
MOT,do what's up doc .,11-NOV-1963
MOT,what did Bugs say ?,11-NOV-1963
CHI,take it easy .,11-NOV-1963
MOT,hm ?,11-NOV-1963
CHI,see .,11-NOV-1963
MOT,take it what .,11-NOV-1963
CHI,easy .,11-NOV-1963
CHI,take easy .,11-NOV-1963
MOT,take it easy yeah .,11-NOV-1963
CHI,xxx .,11-NOV-1963
CHI,yyy .,11-NOV-1963
CHI,I xxx .,11-NOV-1963
CHI,I carrots .,11-NOV-1963
MOT,yeah .,11-NOV-1963
MOT,xxx .,11-NOV-1963
CHI,I'm sleepy .,11-NOV-1963
CHI,I'm sleepy .,11-NOV-1963
CHI,with you .,11-NOV-1963
MOT,what'd he say ?,11-NOV-1963
CHI,hug tight .,11-NOV-1963
MOT,hug me tight .,11-NOV-1963
CHI,what's up doc .,11-NOV-1963
MOT,what's up doc .,11-NOV-1963
CHI,easy .,11-NOV-1963
MOT,he's stuck .,11-NOV-1963
CHI,there .,11-NOV-1963
MOT,there .,11-NOV-1963
CHI,xxx .,11-NOV-1963
MOT,tight ?,11-NOV-1963
CHI,xxx .,11-NOV-1963
MOT,here's your book .,11-NOV-1963
MOT,why don't you you read the book with Daddy .,11-NOV-1963
MOT,wanna read the book with Daddy ?,11-NOV-1963
FAT,come on up here .,11-NOV-1963
FAT,come on up here .,11-NOV-1963
FAT,who's this ?,11-NOV-1963
CHI,Mommy .,11-NOV-1963
MEL,who's that ?,11-NOV-1963
CHI,xxx .,11-NOV-1963
CHI,yyy .,11-NOV-1963
FAT,Daddy .,11-NOV-1963
FAT,who's that ?,11-NOV-1963
CHI,baby .,11-NOV-1963
FAT,xxx .,11-NOV-1963
CHI,baby .,11-NOV-1963
FAT,baby .,11-NOV-1963
FAT,what's this ?,11-NOV-1963
CHI,coat .,11-NOV-1963
FAT,xxx .,11-NOV-1963
CHI,coat .,11-NOV-1963
FAT,hat .,11-NOV-1963
CHI,hat .,11-NOV-1963
FAT,hand .,11-NOV-1963
FAT,what are these ?,11-NOV-1963
CHI,xxx .,11-NOV-1963
FAT,shoes .,11-NOV-1963
CHI,shoe ?,11-NOV-1963
CHI,shoe .,11-NOV-1963
FAT,what's this ?,11-NOV-1963
CHI,a .,11-NOV-1963
CHI,a .,11-NOV-1963
CHI,xxx ?,11-NOV-1963
FAT,dress like this .,11-NOV-1963
FAT,your dress .,11-NOV-1963
CHI,dress .,11-NOV-1963
MEL,dress .,11-NOV-1963
MEL,who's that ?,11-NOV-1963
CHI,xxx .,11-NOV-1963
FAT,a boy .,11-NOV-1963
CHI,boy .,11-NOV-1963
FAT,who's that ?,11-NOV-1963
CHI,xxx .,11-NOV-1963
CHI,a Mummy .,11-NOV-1963
CHI,yyy .,11-NOV-1963
FAT,no here's Mummy .,11-NOV-1963
CHI,see there ?,11-NOV-1963
FAT,right here .,11-NOV-1963
CHI,right here ?,11-NOV-1963
FAT,uhhuh .,11-NOV-1963
CHI,Daddy .,11-NOV-1963
FAT,that's me yeah .,11-NOV-1963
CHI,me .,11-NOV-1963
FAT,what's that ?,11-NOV-1963
CHI,apple a pie .,11-NOV-1963
FAT,an apple .,11-NOV-1963
CHI,apple ?,11-NOV-1963
FAT,an apple .,11-NOV-1963
FAT,what's this ?,11-NOV-1963
CHI,Sarah apple .,11-NOV-1963
FAT,right here .,11-NOV-1963
CHI,right here ?,11-NOV-1963
FAT,yeah .,11-NOV-1963
FAT,cake .,11-NOV-1963
CHI,cake .,11-NOV-1963
CHI,right there .,11-NOV-1963
CHI,see there .,11-NOV-1963
FAT,that's a carrot .,11-NOV-1963
CHI,carrot ?,11-NOV-1963
FAT,what's this ?,11-NOV-1963
CHI,a milk .,11-NOV-1963
FAT,no bread .,11-NOV-1963
CHI,bread .,11-NOV-1963
FAT,here's milk .,11-NOV-1963
CHI,milk here ?,11-NOV-1963
FAT,uhhuh .,11-NOV-1963
CHI,milk here ?,11-NOV-1963
FAT,yeah .,11-NOV-1963
FAT,what's this ?,11-NOV-1963
CHI,xxx .,11-NOV-1963
FAT,what's this ?,11-NOV-1963
CHI,a yyy .,11-NOV-1963
FAT,bed .,11-NOV-1963
CHI,yyy there .,11-NOV-1963
FAT,say bed .,11-NOV-1963
CHI,bed .,11-NOV-1963
FAT,and this ?,11-NOV-1963
FAT,that's a broom .,11-NOV-1963
CHI,broom ?,11-NOV-1963
FAT,have you got a broom ?,11-NOV-1963
FAT,where ?,11-NOV-1963
CHI,there .,11-NOV-1963
FAT,in your room ?,11-NOV-1963
FAT,what's this ?,11-NOV-1963
CHI,right here .,11-NOV-1963
FAT,and that ?,11-NOV-1963
CHI,a yyy .,11-NOV-1963
FAT,table .,11-NOV-1963
CHI,table .,11-NOV-1963
FAT,say table .,11-NOV-1963
CHI,xxx ?,11-NOV-1963
CHI,xxx .,11-NOV-1963
FAT,this is a table .,11-NOV-1963
CHI,table xxx ?,11-NOV-1963
FAT,mhm .,11-NOV-1963
FAT,what's this ?,11-NOV-1963
CHI,horsie .,11-NOV-1963
FAT,horsie .,11-NOV-1963
CHI,my horsie .,11-NOV-1963
FAT,where's your horsie ?,11-NOV-1963
CHI,my horsie there .,11-NOV-1963
FAT,mhm .,11-NOV-1963
CHI,room .,11-NOV-1963
FAT,in your room .,11-NOV-1963
FAT,what's that ?,11-NOV-1963
CHI,my teddy+bear .,11-NOV-1963
FAT,teddy+bear .,11-NOV-1963
CHI,xxx .,11-NOV-1963
CHI,see there .,11-NOV-1963
FAT,have you got one of these ?,11-NOV-1963
FAT,what is it ?,11-NOV-1963
CHI,a xxx .,11-NOV-1963
FAT,what is it ?,11-NOV-1963
CHI,a bike .,11-NOV-1963
FAT,a bike yeah .,11-NOV-1963
CHI,my bike all_gone .,11-NOV-1963
FAT,does that look like your room ?,11-NOV-1963
FAT,what's that ?,11-NOV-1963
CHI,car .,11-NOV-1963
FAT,a car .,11-NOV-1963
CHI,car .,11-NOV-1963
CHI,xxx .,11-NOV-1963
CHI,tree .,11-NOV-1963
CHI,tree .,11-NOV-1963
CHI,tree .,11-NOV-1963
FAT,it's a tree yeah .,11-NOV-1963
CHI,tree ?,11-NOV-1963
FAT,mhm .,11-NOV-1963
CHI,more tree there .,11-NOV-1963
FAT,that's a store .,11-NOV-1963
CHI,store ?,11-NOV-1963
FAT,mhm .,11-NOV-1963
CHI,yyy pear .,11-NOV-1963
FAT,that's Daddy's store .,11-NOV-1963
CHI,Daddy store .,11-NOV-1963
FAT,mhm .,11-NOV-1963
CHI,xxx ?,11-NOV-1963
FAT,that's where Daddy works .,11-NOV-1963
CHI,work ?,11-NOV-1963
CHI,yyy .,11-NOV-1963
FAT,a what ?,11-NOV-1963
CHI,yyy .,11-NOV-1963
CHI,my yyy there .,11-NOV-1963
FAT,what's this ?,11-NOV-1963
CHI,a bird .,11-NOV-1963
MOT,0 .,11-NOV-1963
MOT,she was saying my duckie .,11-NOV-1963
FAT,a bird .,11-NOV-1963
CHI,bird ?,11-NOV-1963
FAT,mhm .,11-NOV-1963
FAT,what's this ?,11-NOV-1963
CHI,my duckie .,11-NOV-1963
MOT,your duckie .,11-NOV-1963
CHI,0 .,11-NOV-1963
MOT,no he stays there .,11-NOV-1963
CHI,stay there ?,11-NOV-1963
MOT,what's this ?,11-NOV-1963
CHI,a monkey .,11-NOV-1963
CHI,monkey .,11-NOV-1963
MOT,what's this up here ?,11-NOV-1963
CHI,a kitty .,11-NOV-1963
MOT,a kitty .,11-NOV-1963
MOT,and what's that ?,11-NOV-1963
CHI,a doggie .,11-NOV-1963
MOT,have you got a doggie ?,11-NOV-1963
CHI,0 .,11-NOV-1963
MOT,what's your doggie's name ?,11-NOV-1963
CHI,Sarah .,11-NOV-1963
MOT,no what's your doggie's name ?,11-NOV-1963
CHI,yyy .,11-NOV-1963
MOT,no what's your doggie's name ?,11-NOV-1963
CHI,Mikey .,11-NOV-1963
MOT,huh ?,11-NOV-1963
CHI,Mikey .,11-NOV-1963
MOT,Mike is your doggie's name .,11-NOV-1963
MOT,where's Mike ?,11-NOV-1963
CHI,Mike gone .,11-NOV-1963
MOT,he's out .,11-NOV-1963
CHI,out ?,11-NOV-1963
MOT,mhm .,11-NOV-1963
CHI,xxx ?,11-NOV-1963
CHI,yyy .,11-NOV-1963
MOT,he's outside .,11-NOV-1963
CHI,yyy .,11-NOV-1963
CHI,xxx .,11-NOV-1963
MOT,don't fall .,11-NOV-1963
CHI,xxx .,11-NOV-1963
MOT,xxx push the chair closer so you won't fall .,11-NOV-1963
CHI,see chair .,11-NOV-1963
CHI,xxx chair .,11-NOV-1963
FAT,what ?,11-NOV-1963
CHI,xxx .,11-NOV-1963
FAT,what are these ?,11-NOV-1963
CHI,shoe .,11-NOV-1963
FAT,how many shoes ?,11-NOV-1963
CHI,shoe .,11-NOV-1963
CHI,xxx .,11-NOV-1963
FAT,what's it doing there ?,11-NOV-1963
CHI,raining out .,11-NOV-1963
FAT,raining out .,11-NOV-1963
CHI,xxx cold ?,11-NOV-1963
FAT,raining out .,11-NOV-1963
CHI,cold ?,11-NOV-1963
FAT,no it's not cold .,11-NOV-1963
MOT,she knows when it's raining it's always cold out .,11-NOV-1963
CHI,see that .,11-NOV-1963
MOT,what's this ?,11-NOV-1963
CHI,doggie ?,11-NOV-1963
MOT,little doggie .,11-NOV-1963
CHI,little doggie ?,11-NOV-1963
MOT,and this a big doggie .,11-NOV-1963
CHI,big doggie ?,11-NOV-1963
MOT,mhm .,11-NOV-1963
MOT,where's the little doggie ?,11-NOV-1963
MOT,where's the little doggie ?,11-NOV-1963
CHI,0 .,11-NOV-1963
MOT,is he there ?,11-NOV-1963
CHI,see there .,11-NOV-1963
FAT,0 .,11-NOV-1963
MOT,no .,11-NOV-1963
MOT,here's the little doggie .,11-NOV-1963
CHI,little doggie ?,11-NOV-1963
MOT,and the big doggie .,11-NOV-1963
CHI,big doggie ?,11-NOV-1963
CHI,xxx doggie .,11-NOV-1963
CHI,xxx my doggie .,11-NOV-1963
MOT,your doggie's out .,11-NOV-1963
MOT,where's what's this ?,11-NOV-1963
CHI,a teddy+bear .,11-NOV-1963
MOT,a teddy+bear .,11-NOV-1963
CHI,not a teddy+bear a xxx bear .,11-NOV-1963
CHI,my teddy+bear gone .,11-NOV-1963
CHI,teddy+bear gone ?,11-NOV-1963
MOT,mhm .,11-NOV-1963
CHI,teddy+bear gone ?,11-NOV-1963
MOT,what's the boy sitting on ?,11-NOV-1963
CHI,chair .,11-NOV-1963
CHI,xxx .,11-NOV-1963
MOT,that's his foot .,11-NOV-1963
CHI,foot .,11-NOV-1963
MOT,there's his toes .,11-NOV-1963
MOT,where's his toes ?,11-NOV-1963
CHI,toes there .,11-NOV-1963
MOT,what's this here ?,11-NOV-1963
CHI,xxx tree .,11-NOV-1963
MOT,tree .,11-NOV-1963
MOT,how can I turn the page ?,11-NOV-1963
CHI,turn page .,11-NOV-1963
MOT,what's this here ?,11-NOV-1963
CHI,xxx .,11-NOV-1963
MOT,candy .,11-NOV-1963
CHI,candy ?,11-NOV-1963
MOT,you like candy ?,11-NOV-1963
CHI,0 .,11-NOV-1963
MOT,what's this here ?,11-NOV-1963
CHI,ice+cream .,11-NOV-1963
MOT,ice+cream .,11-NOV-1963
CHI,ice+cream .,11-NOV-1963
MOT,do you like ice+cream ?,11-NOV-1963
CHI,0 .,11-NOV-1963
GLO,do you like ice+cream ?,11-NOV-1963
GLO,say I like xxx .,11-NOV-1963
CHI,0 .,11-NOV-1963
CHI,I like xxx .,11-NOV-1963
CHI,xxx .,11-NOV-1963
CHI,see that .,11-NOV-1963
GLO,it's a rake .,11-NOV-1963
CHI,rake .,11-NOV-1963
GLO,rake .,11-NOV-1963
CHI,xxx pail .,11-NOV-1963
GLO,a pail .,11-NOV-1963
GLO,what's that ?,11-NOV-1963
CHI,clock .,11-NOV-1963
GLO,where's the clock here ?,11-NOV-1963
GLO,where's Mummy's clock ?,11-NOV-1963
GLO,up there ?,11-NOV-1963
CHI,hey yeah .,11-NOV-1963
GLO,xxx .,11-NOV-1963
GLO,what's this ?,11-NOV-1963
CHI,a .,11-NOV-1963
CHI,yyy .,11-NOV-1963
CHI,xxx ?,11-NOV-1963
GLO,water .,11-NOV-1963
CHI,wawa ?,11-NOV-1963
GLO,they're swimming .,11-NOV-1963
CHI,swimming ?,11-NOV-1963
CHI,xxx swimming xxx .,11-NOV-1963
GLO,what's this here ?,11-NOV-1963
CHI,a xxx .,11-NOV-1963
GLO,no what's this boy doing ?,11-NOV-1963
CHI,xxx .,11-NOV-1963
GLO,he's on his what ?,11-NOV-1963
CHI,right here .,11-NOV-1963
GLO,his swing .,11-NOV-1963
CHI,swing ?,11-NOV-1963
GLO,see his swing ?,11-NOV-1963
CHI,swing there ?,11-NOV-1963
GLO,haven't you got a swing ?,11-NOV-1963
CHI,xxx .,11-NOV-1963
CHI,night_night .,11-NOV-1963
GLO,the baby's going night_night .,11-NOV-1963
CHI,baby night_night ?,11-NOV-1963
GLO,mhm .,11-NOV-1963
CHI,baby night_night pillow .,11-NOV-1963
GLO,on the pillow .,11-NOV-1963
CHI,pillow ?,11-NOV-1963
GLO,and the blanket .,11-NOV-1963
CHI,blanket .,11-NOV-1963
CHI,night_night .,11-NOV-1963
GLO,what's this ?,11-NOV-1963
CHI,a xxx .,11-NOV-1963
GLO,towel .,11-NOV-1963
CHI,towel .,11-NOV-1963
CHI,right there .,11-NOV-1963
GLO,right there .,11-NOV-1963
CHI,xxx ?,11-NOV-1963
GLO,crayons ?,11-NOV-1963
CHI,crayons ?,11-NOV-1963
GLO,over here .,11-NOV-1963
CHI,over here .,11-NOV-1963
GLO,where's the pencil ?,11-NOV-1963
CHI,pencil there .,11-NOV-1963
GLO,right here .,11-NOV-1963
CHI,right here .,11-NOV-1963
GLO,where's the pencil ?,11-NOV-1963
CHI,pencil .,11-NOV-1963
GLO,pencil .,11-NOV-1963
CHI,my pencil pencil there .,11-NOV-1963
GLO,what's that ?,11-NOV-1963
CHI,see ball .,11-NOV-1963
GLO,a what ?,11-NOV-1963
CHI,see ball .,11-NOV-1963
GLO,a ball .,11-NOV-1963
CHI,ball ?,11-NOV-1963
GLO,have you got a ball ?,11-NOV-1963
CHI,0 .,11-NOV-1963
GLO,and what's this here ?,11-NOV-1963
CHI,a xxx .,11-NOV-1963
GLO,wagon .,11-NOV-1963
CHI,wagon ?,11-NOV-1963
CHI,xxx my wagon .,11-NOV-1963
GLO,gonna fall ?,11-NOV-1963
CHI,0 .,11-NOV-1963
GLO,are you gonna fall ?,11-NOV-1963
CHI,yyy that ?,11-NOV-1963
GLO,that's a drum .,11-NOV-1963
CHI,drum ?,11-NOV-1963
GLO,you don't have a drum .,11-NOV-1963
CHI,yyy ?,11-NOV-1963
CHI,yyy ?,11-NOV-1963
GLO,a wagon .,11-NOV-1963
CHI,wagon .,11-NOV-1963
CHI,what's that xxx ?,11-NOV-1963
GLO,coffee ?,11-NOV-1963
GLO,no those are dishes .,11-NOV-1963
CHI,dish ?,11-NOV-1963
CHI,what that ?,11-NOV-1963
GLO,dishes .,11-NOV-1963
CHI,dish .,11-NOV-1963
CHI,what's that ?,11-NOV-1963
GLO,a a bike .,11-NOV-1963
CHI,bike too .,11-NOV-1963
GLO,bicycle .,11-NOV-1963
GLO,you got a bike .,11-NOV-1963
CHI,my bike too .,11-NOV-1963
CHI,xxx .,11-NOV-1963
GLO,what's that ?,11-NOV-1963
CHI,a xxx .,11-NOV-1963
GLO,a house .,11-NOV-1963
CHI,xxx .,11-NOV-1963
GLO,what's this here ?,11-NOV-1963
CHI,big car .,11-NOV-1963
GLO,that's this's a train .,11-NOV-1963
CHI,train ?,11-NOV-1963
GLO,mhm .,11-NOV-1963
CHI,what's that ?,11-NOV-1963
GLO,that's a train .,11-NOV-1963
CHI,train ?,11-NOV-1963
GLO,mhm .,11-NOV-1963
CHI,I got train too .,11-NOV-1963
CHI,xxx .,11-NOV-1963
GLO,what's this here ?,11-NOV-1963
CHI,a boat .,11-NOV-1963
GLO,you got a boat ?,11-NOV-1963
CHI,0 .,11-NOV-1963
GLO,yeah you got a boat .,11-NOV-1963
GLO,what's this ?,11-NOV-1963
CHI,that's horsie .,11-NOV-1963
CHI,horse .,11-NOV-1963
GLO,pull pulling a wagon .,11-NOV-1963
CHI,pull wagon xxx ?,11-NOV-1963
GLO,what's this here ?,11-NOV-1963
CHI,a plane .,11-NOV-1963
GLO,a plane .,11-NOV-1963
CHI,plane ?,11-NOV-1963
GLO,the plane goes in the air .,11-NOV-1963
CHI,plane air ?,11-NOV-1963
GLO,yup .,11-NOV-1963
GLO,with Mr Moon .,11-NOV-1963
GLO,what's that ?,11-NOV-1963
CHI,doggie .,11-NOV-1963
GLO,it's a cow .,11-NOV-1963
CHI,cow ?,11-NOV-1963
GLO,cow says moo .,11-NOV-1963
CHI,moo ?,11-NOV-1963
GLO,mhm .,11-NOV-1963
CHI,see that .,11-NOV-1963
GLO,that's a cow .,11-NOV-1963
CHI,cow .,11-NOV-1963
GLO,that's his horn .,11-NOV-1963
CHI,horn ?,11-NOV-1963
GLO,mhm .,11-NOV-1963
CHI,xxx horn ?,11-NOV-1963
GLO,yup .,11-NOV-1963
CHI,what that ?,11-NOV-1963
GLO,an elephant .,11-NOV-1963
CHI,elephant ?,11-NOV-1963
GLO,no say elephant .,11-NOV-1963
CHI,elephant ?,11-NOV-1963
GLO,say yyy .,11-NOV-1963
CHI,eye .,11-NOV-1963
GLO,say yyy .,11-NOV-1963
CHI,eye .,11-NOV-1963
CHI,xxx .,11-NOV-1963
GLO,elephant .,11-NOV-1963
CHI,eye .,11-NOV-1963
CHI,eye .,11-NOV-1963
GLO,that's his eye .,11-NOV-1963
GLO,he got little eyes .,11-NOV-1963
CHI,xxx .,11-NOV-1963
GLO,xxx see his ear .,11-NOV-1963
CHI,oh .,11-NOV-1963
GLO,big ears .,11-NOV-1963
CHI,xxx big ear ?,11-NOV-1963
CHI,too too .,11-NOV-1963
GLO,that's his little tail .,11-NOV-1963
GLO,where's his nose ?,11-NOV-1963
CHI,nose there .,11-NOV-1963
GLO,he's got a big nose huh .,11-NOV-1963
CHI,big nose .,11-NOV-1963
CHI,what that .,11-NOV-1963
CHI,xxx ?,11-NOV-1963
GLO,goat .,11-NOV-1963
CHI,goat ?,11-NOV-1963
CHI,see that .,11-NOV-1963
CHI,monkey ?,11-NOV-1963
GLO,that's a monkey .,11-NOV-1963
GLO,you know that's a monkey .,11-NOV-1963
CHI,there .,11-NOV-1963
GLO,what's this ?,11-NOV-1963
CHI,horsie .,11-NOV-1963
GLO,that's a horsie but what's this over here ?,11-NOV-1963
CHI,a xxx a .,11-NOV-1963
CHI,cow .,11-NOV-1963
GLO,no pig .,11-NOV-1963
CHI,pig ?,11-NOV-1963
GLO,here's the cow .,11-NOV-1963
GLO,there's the pig .,11-NOV-1963
CHI,pig .,11-NOV-1963
CHI,what that ?,11-NOV-1963
GLO,that's a deer .,11-NOV-1963
CHI,deer ?,11-NOV-1963
GLO,see the big horns ?,11-NOV-1963
CHI,oh .,11-NOV-1963
GLO,deer,11-NOV-1963
+s,are pretty .,11-NOV-1963
CHI,xxx .,11-NOV-1963
GLO,cow .,11-NOV-1963
CHI,cow .,11-NOV-1963
CHI,see there .,11-NOV-1963
GLO,what's the cow say ?,11-NOV-1963
CHI,a mooo .,11-NOV-1963
GLO,that's a bear .,11-NOV-1963
CHI,bear ?,11-NOV-1963
CHI,see there .,11-NOV-1963
GLO,that's a lion .,11-NOV-1963
